user_id,item_id,event_type,rating,timestamp,device,session_id,name,category,price,brand,rating_avg,popularity_score,created_at,user_activity_frequency,avg_rating_per_user,avg_rating_per_item,session_unique_items,session_interaction_count,price_bucket,is_rating_event,popularity_score_norm
U0028,P0027,click,,2026-01-19 03:37:06.003126,web,S2919,Product_27,Sports,2354.86,BrandC,3.25,0.29,2026-01-20 02:06:43,31,3.4285714285714284,3.0,1,1,high,0,0.29
U0028,P0015,rating,,2026-01-19 01:50:54.003126,web,S8940,Product_15,Books,4022.74,BrandD,4.8,0.06,2026-01-20 02:06:43,31,3.4285714285714284,2.875,1,1,high,1,0.06
U0020,P0002,click,,2026-01-19 13:10:55.003126,mobile,S4647,Product_2,Clothing,1310.82,BrandD,2.82,0.62,2026-01-20 02:06:43,23,2.5714285714285716,2.2857142857142856,1,1,medium,0,0.62
U0047,P0026,view,,2026-01-19 12:15:21.003126,web,S9572,Product_26,Books,3861.35,BrandB,2.75,0.74,2026-01-20 02:06:43,24,2.7142857142857144,2.5714285714285716,1,1,high,0,0.74
U0012,P0011,rating,2.0,2026-01-19 17:15:10.003126,mobile,S6728,Product_11,Electronics,636.25,BrandC,1.63,0.33,2026-01-20 02:06:43,13,3.3333333333333335,3.0,1,1,medium,1,0.33
U0028,P0001,click,,2026-01-19 15:15:10.003126,web,S5955,Product_1,Electronics,2946.08,BrandA,1.5,0.51,2026-01-20 02:06:43,31,3.4285714285714284,3.2857142857142856,1,1,high,0,0.51
U0032,P0023,purchase,,2026-01-20 00:00:33.003126,mobile,S4875,Product_23,Electronics,4672.24,BrandB,3.18,0.87,2026-01-20 02:06:43,20,2.0,2.8333333333333335,1,1,high,0,0.87
U0008,P0019,rating,2.0,2026-01-19 00:46:19.003126,mobile,S9450,Product_19,Sports,2663.91,BrandA,1.94,0.64,2026-01-20 02:06:43,22,3.0,2.875,1,1,high,1,0.64
U0003,P0025,rating,,2026-01-19 05:39:12.003126,mobile,S6118,Product_25,Sports,1234.28,BrandB,2.41,0.84,2026-01-20 02:06:43,22,2.5714285714285716,2.6666666666666665,1,1,medium,1,0.84
U0049,P0024,click,,2026-01-19 05:00:26.003126,mobile,S4637,Product_24,Electronics,329.17,BrandA,2.5,0.59,2026-01-20 02:06:43,31,3.0,3.1666666666666665,2,2,low,0,0.59
U0011,P0015,click,,2026-01-19 18:01:33.003126,mobile,S9376,Product_15,Books,4022.74,BrandD,4.8,0.06,2026-01-20 02:06:43,26,2.6,2.875,1,1,high,0,0.06
U0028,P0013,purchase,,2026-01-19 13:56:51.003126,mobile,S1671,Product_13,Clothing,4649.78,BrandC,1.91,0.57,2026-01-20 02:06:43,31,3.4285714285714284,2.6666666666666665,1,1,high,0,0.57
U0007,P0008,rating,2.0,2026-01-19 22:47:51.003126,mobile,S7258,Product_8,Clothing,4777.25,BrandB,1.53,0.08,2026-01-20 02:06:43,24,2.4285714285714284,3.3333333333333335,3,3,high,1,0.08
U0020,P0029,purchase,,2026-01-19 12:34:19.003126,web,S4331,Product_29,Electronics,553.27,BrandC,3.06,0.83,2026-01-20 02:06:43,23,2.5714285714285716,2.857142857142857,1,1,medium,0,0.83
U0046,P0010,view,,2026-01-19 03:32:22.003126,mobile,S1344,Product_10,Clothing,3741.94,BrandA,3.54,0.64,2026-01-20 02:06:43,17,2.2,3.5714285714285716,1,1,high,0,0.64
U0002,P0026,view,,2026-01-19 15:35:23.003126,mobile,S6127,Product_26,Books,3861.35,BrandB,2.75,0.74,2026-01-20 02:06:43,20,,2.5714285714285716,1,1,high,0,0.74
U0027,P0030,click,,2026-01-19 17:43:12.003126,mobile,S3435,Product_30,Electronics,2032.86,BrandA,1.75,0.5,2026-01-20 02:06:43,23,3.4,3.0,1,1,high,0,0.5
U0015,P0028,click,,2026-01-19 12:23:34.003126,web,S2466,Product_28,Electronics,886.06,BrandC,2.66,0.45,2026-01-20 02:06:43,29,3.857142857142857,2.8333333333333335,1,1,medium,0,0.45
U0039,P0011,purchase,,2026-01-19 21:05:08.003126,mobile,S9082,Product_11,Electronics,636.25,BrandC,1.63,0.33,2026-01-20 02:06:43,30,2.625,3.0,1,1,medium,0,0.33
U0047,P0013,purchase,,2026-01-19 16:46:56.003126,mobile,S7175,Product_13,Clothing,4649.78,BrandC,1.91,0.57,2026-01-20 02:06:43,24,2.7142857142857144,2.6666666666666665,2,2,high,0,0.57
U0019,P0005,rating,2.0,2026-01-19 19:58:26.003126,web,S2782,Product_5,Electronics,1691.5,BrandB,2.13,0.45,2026-01-20 02:06:43,16,2.3333333333333335,3.875,1,1,medium,1,0.45
U0038,P0002,rating,5.0,2026-01-19 23:47:50.003126,web,S3265,Product_2,Clothing,1310.82,BrandD,2.82,0.62,2026-01-20 02:06:43,19,3.3333333333333335,2.2857142857142856,1,1,medium,1,0.62
U0050,P0018,click,,2026-01-19 22:16:15.003126,mobile,S9701,Product_18,Electronics,4214.86,BrandA,2.13,0.81,2026-01-20 02:06:43,21,3.3333333333333335,2.4166666666666665,2,2,high,0,0.81
U0029,P0016,purchase,,2026-01-19 15:36:21.003126,web,S2065,Product_16,Electronics,2149.85,BrandB,2.8,0.53,2026-01-20 02:06:43,13,2.3333333333333335,2.75,1,1,high,0,0.53
U0034,P0020,purchase,,2026-01-19 17:01:47.003126,mobile,S2809,Product_20,Clothing,4416.0,BrandA,1.26,0.54,2026-01-20 02:06:43,20,5.0,2.3333333333333335,1,1,high,0,0.54
U0027,P0004,rating,1.0,2026-01-19 10:58:19.003126,mobile,S5247,Product_4,Electronics,3134.32,BrandA,2.22,0.96,2026-01-20 02:06:43,23,3.4,3.5,1,1,high,1,0.96
U0043,P0008,purchase,,2026-01-19 17:49:40.003126,web,S1513,Product_8,Clothing,4777.25,BrandB,1.53,0.08,2026-01-20 02:06:43,15,2.5,3.3333333333333335,1,1,high,0,0.08
U0025,P0019,click,,2026-01-19 23:13:39.003126,web,S7818,Product_19,Sports,2663.91,BrandA,1.94,0.64,2026-01-20 02:06:43,27,3.3333333333333335,2.875,1,1,high,0,0.64
U0004,P0013,rating,5.0,2026-01-19 07:54:21.003126,mobile,S5967,Product_13,Clothing,4649.78,BrandC,1.91,0.57,2026-01-20 02:06:43,28,2.8333333333333335,2.6666666666666665,1,1,high,1,0.57
U0046,P0010,view,,2026-01-19 17:50:43.003126,web,S5546,Product_10,Clothing,3741.94,BrandA,3.54,0.64,2026-01-20 02:06:43,17,2.2,3.5714285714285716,1,1,high,0,0.64
U0036,P0021,purchase,,2026-01-19 14:43:11.003126,mobile,S8769,Product_21,Clothing,1863.03,BrandB,3.51,0.48,2026-01-20 02:06:43,22,3.111111111111111,3.3333333333333335,1,1,medium,0,0.48
U0004,P0005,rating,1.0,2026-01-19 04:17:23.003126,web,S6686,Product_5,Electronics,1691.5,BrandB,2.13,0.45,2026-01-20 02:06:43,28,2.8333333333333335,3.875,1,1,medium,1,0.45
U0029,P0021,view,,2026-01-19 17:10:37.003126,web,S1890,Product_21,Clothing,1863.03,BrandB,3.51,0.48,2026-01-20 02:06:43,13,2.3333333333333335,3.3333333333333335,1,1,medium,0,0.48
U0036,P0025,click,,2026-01-19 18:50:44.003126,mobile,S2295,Product_25,Sports,1234.28,BrandB,2.41,0.84,2026-01-20 02:06:43,22,3.111111111111111,2.6666666666666665,1,1,medium,0,0.84
U0042,P0021,purchase,,2026-01-19 20:57:38.003126,mobile,S5778,Product_21,Clothing,1863.03,BrandB,3.51,0.48,2026-01-20 02:06:43,21,3.5,3.3333333333333335,1,1,medium,0,0.48
U0028,P0002,rating,,2026-01-19 06:21:16.003126,mobile,S6043,Product_2,Clothing,1310.82,BrandD,2.82,0.62,2026-01-20 02:06:43,31,3.4285714285714284,2.2857142857142856,1,1,medium,1,0.62
U0019,P0005,view,,2026-01-19 23:38:53.003126,web,S5071,Product_5,Electronics,1691.5,BrandB,2.13,0.45,2026-01-20 02:06:43,16,2.3333333333333335,3.875,1,1,medium,0,0.45
U0003,P0026,rating,3.0,2026-01-19 21:44:42.003126,mobile,S9507,Product_26,Books,3861.35,BrandB,2.75,0.74,2026-01-20 02:06:43,22,2.5714285714285716,2.5714285714285716,1,1,high,1,0.74
U0005,P0024,rating,5.0,2026-01-19 17:30:56.003126,mobile,S1377,Product_24,Electronics,329.17,BrandA,2.5,0.59,2026-01-20 02:06:43,21,5.0,3.1666666666666665,1,1,low,1,0.59
U0012,P0021,view,,2026-01-19 17:13:41.003126,web,S2722,Product_21,Clothing,1863.03,BrandB,3.51,0.48,2026-01-20 02:06:43,13,3.3333333333333335,3.3333333333333335,1,1,medium,0,0.48
U0042,P0011,view,,2026-01-19 14:57:37.003126,mobile,S7679,Product_11,Electronics,636.25,BrandC,1.63,0.33,2026-01-20 02:06:43,21,3.5,3.0,1,1,medium,0,0.33
U0005,P0027,view,,2026-01-19 12:46:31.003126,web,S2947,Product_27,Sports,2354.86,BrandC,3.25,0.29,2026-01-20 02:06:43,21,5.0,3.0,1,1,high,0,0.29
U0042,P0001,click,,2026-01-19 16:59:56.003126,web,S1631,Product_1,Electronics,2946.08,BrandA,1.5,0.51,2026-01-20 02:06:43,21,3.5,3.2857142857142856,1,1,high,0,0.51
U0006,P0010,purchase,,2026-01-19 16:37:51.003126,mobile,S9780,Product_10,Clothing,3741.94,BrandA,3.54,0.64,2026-01-20 02:06:43,16,4.666666666666667,3.5714285714285716,1,1,high,0,0.64
U0035,P0017,click,,2026-01-19 07:15:05.003126,mobile,S6522,Product_17,Clothing,315.76,BrandA,1.23,0.29,2026-01-20 02:06:43,16,4.0,1.8,1,1,low,0,0.29
U0039,P0008,click,,2026-01-19 16:24:12.003126,mobile,S7204,Product_8,Clothing,4777.25,BrandB,1.53,0.08,2026-01-20 02:06:43,30,2.625,3.3333333333333335,1,1,high,0,0.08
U0048,P0027,view,,2026-01-19 13:09:21.003126,mobile,S3301,Product_27,Sports,2354.86,BrandC,3.25,0.29,2026-01-20 02:06:43,17,3.0,3.0,1,1,high,0,0.29
U0043,P0030,click,,2026-01-19 03:19:40.003126,web,S4136,Product_30,Electronics,2032.86,BrandA,1.75,0.5,2026-01-20 02:06:43,15,2.5,3.0,1,1,high,0,0.5
U0048,P0002,click,,2026-01-19 20:58:13.003126,mobile,S7351,Product_2,Clothing,1310.82,BrandD,2.82,0.62,2026-01-20 02:06:43,17,3.0,2.2857142857142856,1,1,medium,0,0.62
U0021,P0025,rating,4.0,2026-01-19 05:52:18.003126,web,S9640,Product_25,Sports,1234.28,BrandB,2.41,0.84,2026-01-20 02:06:43,25,2.875,2.6666666666666665,1,1,medium,1,0.84
U0004,P0014,rating,3.0,2026-01-19 11:13:20.003126,mobile,S6793,Product_14,Books,419.56,BrandD,4.33,0.67,2026-01-20 02:06:43,28,2.8333333333333335,2.5714285714285716,2,2,low,1,0.67
U0042,P0001,rating,4.0,2026-01-19 03:01:07.003126,mobile,S3870,Product_1,Electronics,2946.08,BrandA,1.5,0.51,2026-01-20 02:06:43,21,3.5,3.2857142857142856,1,1,high,1,0.51
U0002,P0017,click,,2026-01-19 11:25:36.003126,web,S4153,Product_17,Clothing,315.76,BrandA,1.23,0.29,2026-01-20 02:06:43,20,,1.8,1,1,low,0,0.29
U0020,P0003,view,,2026-01-19 05:59:39.003126,web,S4220,Product_3,Sports,3244.64,BrandA,2.1,0.94,2026-01-20 02:06:43,23,2.5714285714285716,2.75,1,1,high,0,0.94
U0029,P0011,click,,2026-01-19 21:43:15.003126,mobile,S8984,Product_11,Electronics,636.25,BrandC,1.63,0.33,2026-01-20 02:06:43,13,2.3333333333333335,3.0,1,1,medium,0,0.33
U0048,P0023,rating,2.0,2026-01-19 03:38:34.003126,web,S8855,Product_23,Electronics,4672.24,BrandB,3.18,0.87,2026-01-20 02:06:43,17,3.0,2.8333333333333335,1,1,high,1,0.87
U0015,P0023,click,,2026-01-19 22:39:29.003126,mobile,S5436,Product_23,Electronics,4672.24,BrandB,3.18,0.87,2026-01-20 02:06:43,29,3.857142857142857,2.8333333333333335,1,1,high,0,0.87
U0004,P0022,purchase,,2026-01-19 16:49:21.003126,web,S1616,Product_22,Sports,183.22,BrandD,2.57,0.12,2026-01-20 02:06:43,28,2.8333333333333335,2.8,1,1,low,0,0.12
U0002,P0015,purchase,,2026-01-19 20:52:55.003126,mobile,S7656,Product_15,Books,4022.74,BrandD,4.8,0.06,2026-01-20 02:06:43,20,,2.875,1,1,high,0,0.06
U0028,P0010,purchase,,2026-01-19 02:04:12.003126,web,S5077,Product_10,Clothing,3741.94,BrandA,3.54,0.64,2026-01-20 02:06:43,31,3.4285714285714284,3.5714285714285716,1,1,high,0,0.64
U0050,P0025,click,,2026-01-19 02:01:05.003126,web,S1079,Product_25,Sports,1234.28,BrandB,2.41,0.84,2026-01-20 02:06:43,21,3.3333333333333335,2.6666666666666665,1,1,medium,0,0.84
U0047,P0016,rating,1.0,2026-01-20 00:26:33.003126,mobile,S2671,Product_16,Electronics,2149.85,BrandB,2.8,0.53,2026-01-20 02:06:43,24,2.7142857142857144,2.75,1,1,high,1,0.53
U0041,P0013,purchase,,2026-01-19 07:23:36.003126,mobile,S6033,Product_13,Clothing,4649.78,BrandC,1.91,0.57,2026-01-20 02:06:43,18,2.7142857142857144,2.6666666666666665,1,1,high,0,0.57
U0037,P0016,purchase,,2026-01-19 13:37:58.003126,web,S7432,Product_16,Electronics,2149.85,BrandB,2.8,0.53,2026-01-20 02:06:43,23,4.25,2.75,1,1,high,0,0.53
U0030,P0004,rating,5.0,2026-01-19 02:01:14.003126,mobile,S4272,Product_4,Electronics,3134.32,BrandA,2.22,0.96,2026-01-20 02:06:43,14,3.6,3.5,1,1,high,1,0.96
U0045,P0005,purchase,,2026-01-19 23:03:39.003126,mobile,S7243,Product_5,Electronics,1691.5,BrandB,2.13,0.45,2026-01-20 02:06:43,23,2.5,3.875,1,1,medium,0,0.45
U0022,P0023,purchase,,2026-01-19 20:54:15.003126,web,S4400,Product_23,Electronics,4672.24,BrandB,3.18,0.87,2026-01-20 02:06:43,19,3.3333333333333335,2.8333333333333335,1,1,high,0,0.87
U0022,P0004,rating,1.0,2026-01-19 23:16:33.003126,mobile,S4848,Product_4,Electronics,3134.32,BrandA,2.22,0.96,2026-01-20 02:06:43,19,3.3333333333333335,3.5,2,2,high,1,0.96
U0039,P0015,rating,1.0,2026-01-19 03:13:06.003126,mobile,S9484,Product_15,Books,4022.74,BrandD,4.8,0.06,2026-01-20 02:06:43,30,2.625,2.875,1,1,high,1,0.06
U0004,P0016,click,,2026-01-19 01:30:57.003126,mobile,S3393,Product_16,Electronics,2149.85,BrandB,2.8,0.53,2026-01-20 02:06:43,28,2.8333333333333335,2.75,1,1,high,0,0.53
U0039,P0012,view,,2026-01-19 17:15:39.003126,web,S3509,Product_12,Sports,3393.42,BrandB,4.74,0.59,2026-01-20 02:06:43,30,2.625,2.8333333333333335,1,1,high,0,0.59
U0004,P0014,purchase,,2026-01-19 16:19:27.003126,web,S9706,Product_14,Books,419.56,BrandD,4.33,0.67,2026-01-20 02:06:43,28,2.8333333333333335,2.5714285714285716,1,1,low,0,0.67
U0009,P0003,rating,,2026-01-19 18:19:25.003126,mobile,S5046,Product_3,Sports,3244.64,BrandA,2.1,0.94,2026-01-20 02:06:43,16,4.5,2.75,1,1,high,1,0.94
U0038,P0018,click,,2026-01-19 21:02:41.003126,mobile,S5251,Product_18,Electronics,4214.86,BrandA,2.13,0.81,2026-01-20 02:06:43,19,3.3333333333333335,2.4166666666666665,1,1,high,0,0.81
U0023,P0030,purchase,,2026-01-19 21:14:23.003126,mobile,S1637,Product_30,Electronics,2032.86,BrandA,1.75,0.5,2026-01-20 02:06:43,15,2.5,3.0,1,1,high,0,0.5
U0049,P0010,rating,3.0,2026-01-19 04:46:25.003126,web,S6762,Product_10,Clothing,3741.94,BrandA,3.54,0.64,2026-01-20 02:06:43,31,3.0,3.5714285714285716,1,1,high,1,0.64
U0029,P0024,view,,2026-01-19 14:39:18.003126,mobile,S9396,Product_24,Electronics,329.17,BrandA,2.5,0.59,2026-01-20 02:06:43,13,2.3333333333333335,3.1666666666666665,1,1,low,0,0.59
U0046,P0013,view,,2026-01-19 13:58:23.003126,mobile,S8652,Product_13,Clothing,4649.78,BrandC,1.91,0.57,2026-01-20 02:06:43,17,2.2,2.6666666666666665,1,1,high,0,0.57
U0031,P0029,purchase,,2026-01-19 22:24:00.003126,mobile,S5320,Product_29,Electronics,553.27,BrandC,3.06,0.83,2026-01-20 02:06:43,23,3.4,2.857142857142857,1,1,medium,0,0.83
U0043,P0025,view,,2026-01-19 07:43:06.003126,web,S5461,Product_25,Sports,1234.28,BrandB,2.41,0.84,2026-01-20 02:06:43,15,2.5,2.6666666666666665,1,1,medium,0,0.84
U0037,P0004,click,,2026-01-19 22:10:44.003126,mobile,S6441,Product_4,Electronics,3134.32,BrandA,2.22,0.96,2026-01-20 02:06:43,23,4.25,3.5,1,1,high,0,0.96
U0029,P0013,purchase,,2026-01-19 02:24:31.003126,web,S5691,Product_13,Clothing,4649.78,BrandC,1.91,0.57,2026-01-20 02:06:43,13,2.3333333333333335,2.6666666666666665,1,1,high,0,0.57
U0015,P0030,view,,2026-01-19 10:40:53.003126,web,S7164,Product_30,Electronics,2032.86,BrandA,1.75,0.5,2026-01-20 02:06:43,29,3.857142857142857,3.0,2,2,high,0,0.5
U0011,P0002,rating,1.0,2026-01-19 01:03:08.003126,mobile,S7358,Product_2,Clothing,1310.82,BrandD,2.82,0.62,2026-01-20 02:06:43,26,2.6,2.2857142857142856,1,1,medium,1,0.62
U0038,P0006,click,,2026-01-19 13:28:50.003126,mobile,S9749,Product_6,Sports,2776.37,BrandD,4.79,0.57,2026-01-20 02:06:43,19,3.3333333333333335,3.0,1,1,high,0,0.57
U0018,P0027,rating,,2026-01-19 04:35:49.003126,mobile,S2616,Product_27,Sports,2354.86,BrandC,3.25,0.29,2026-01-20 02:06:43,18,2.5,3.0,1,1,high,1,0.29
U0004,P0005,purchase,,2026-01-19 03:07:45.003126,web,S9519,Product_5,Electronics,1691.5,BrandB,2.13,0.45,2026-01-20 02:06:43,28,2.8333333333333335,3.875,2,2,medium,0,0.45
U0049,P0019,click,,2026-01-19 09:38:18.003126,mobile,S4594,Product_19,Sports,2663.91,BrandA,1.94,0.64,2026-01-20 02:06:43,31,3.0,2.875,1,1,high,0,0.64
U0040,P0019,rating,,2026-01-19 04:17:44.003126,web,S3886,Product_19,Sports,2663.91,BrandA,1.94,0.64,2026-01-20 02:06:43,16,3.0,2.875,1,1,high,1,0.64
U0014,P0012,rating,3.0,2026-01-19 07:06:49.003126,mobile,S7803,Product_12,Sports,3393.42,BrandB,4.74,0.59,2026-01-20 02:06:43,16,2.5,2.8333333333333335,2,2,high,1,0.59
U0028,P0004,purchase,,2026-01-19 07:39:38.003126,web,S5987,Product_4,Electronics,3134.32,BrandA,2.22,0.96,2026-01-20 02:06:43,31,3.4285714285714284,3.5,1,1,high,0,0.96
U0006,P0024,click,,2026-01-19 03:50:16.003126,web,S7186,Product_24,Electronics,329.17,BrandA,2.5,0.59,2026-01-20 02:06:43,16,4.666666666666667,3.1666666666666665,1,1,low,0,0.59
U0050,P0024,purchase,,2026-01-19 07:48:45.003126,web,S4914,Product_24,Electronics,329.17,BrandA,2.5,0.59,2026-01-20 02:06:43,21,3.3333333333333335,3.1666666666666665,1,1,low,0,0.59
U0009,P0020,purchase,,2026-01-19 23:49:41.003126,web,S9799,Product_20,Clothing,4416.0,BrandA,1.26,0.54,2026-01-20 02:06:43,16,4.5,2.3333333333333335,1,1,high,0,0.54
U0018,P0015,click,,2026-01-19 16:43:21.003126,mobile,S3093,Product_15,Books,4022.74,BrandD,4.8,0.06,2026-01-20 02:06:43,18,2.5,2.875,2,2,high,0,0.06
U0024,P0009,purchase,,2026-01-19 21:13:49.003126,web,S9913,Product_9,Electronics,2303.11,BrandB,3.04,0.11,2026-01-20 02:06:43,15,2.5,2.4444444444444446,1,1,high,0,0.11
U0015,P0004,rating,5.0,2026-01-19 15:28:24.003126,web,S1319,Product_4,Electronics,3134.32,BrandA,2.22,0.96,2026-01-20 02:06:43,29,3.857142857142857,3.5,1,1,high,1,0.96
U0006,P0023,rating,5.0,2026-01-19 12:38:20.003126,mobile,S7559,Product_23,Electronics,4672.24,BrandB,3.18,0.87,2026-01-20 02:06:43,16,4.666666666666667,2.8333333333333335,1,1,high,1,0.87
U0007,P0015,purchase,,2026-01-19 10:29:05.003126,mobile,S7761,Product_15,Books,4022.74,BrandD,4.8,0.06,2026-01-20 02:06:43,24,2.4285714285714284,2.875,1,1,high,0,0.06
U0012,P0005,view,,2026-01-19 01:09:21.003126,mobile,S1539,Product_5,Electronics,1691.5,BrandB,2.13,0.45,2026-01-20 02:06:43,13,3.3333333333333335,3.875,2,2,medium,0,0.45
U0026,P0026,click,,2026-01-19 01:42:03.003126,mobile,S3318,Product_26,Books,3861.35,BrandB,2.75,0.74,2026-01-20 02:06:43,22,1.75,2.5714285714285716,1,1,high,0,0.74
U0022,P0027,view,,2026-01-19 22:03:16.003126,web,S6839,Product_27,Sports,2354.86,BrandC,3.25,0.29,2026-01-20 02:06:43,19,3.3333333333333335,3.0,1,1,high,0,0.29
U0045,P0010,click,,2026-01-19 13:00:59.003126,web,S5432,Product_10,Clothing,3741.94,BrandA,3.54,0.64,2026-01-20 02:06:43,23,2.5,3.5714285714285716,1,1,high,0,0.64
U0026,P0005,click,,2026-01-19 07:11:33.003126,web,S1056,Product_5,Electronics,1691.5,BrandB,2.13,0.45,2026-01-20 02:06:43,22,1.75,3.875,1,1,medium,0,0.45
U0024,P0028,view,,2026-01-19 22:37:22.003126,web,S8727,Product_28,Electronics,886.06,BrandC,2.66,0.45,2026-01-20 02:06:43,15,2.5,2.8333333333333335,1,1,medium,0,0.45
U0039,P0002,purchase,,2026-01-19 05:59:29.003126,mobile,S2579,Product_2,Clothing,1310.82,BrandD,2.82,0.62,2026-01-20 02:06:43,30,2.625,2.2857142857142856,1,1,medium,0,0.62
U0039,P0028,rating,3.0,2026-01-19 21:45:24.003126,mobile,S7397,Product_28,Electronics,886.06,BrandC,2.66,0.45,2026-01-20 02:06:43,30,2.625,2.8333333333333335,1,1,medium,1,0.45
U0004,P0003,purchase,,2026-01-19 09:13:56.003126,mobile,S2412,Product_3,Sports,3244.64,BrandA,2.1,0.94,2026-01-20 02:06:43,28,2.8333333333333335,2.75,1,1,high,0,0.94
U0002,P0018,purchase,,2026-01-19 23:07:29.003126,web,S3904,Product_18,Electronics,4214.86,BrandA,2.13,0.81,2026-01-20 02:06:43,20,,2.4166666666666665,1,1,high,0,0.81
U0005,P0001,click,,2026-01-19 19:18:48.003126,web,S9832,Product_1,Electronics,2946.08,BrandA,1.5,0.51,2026-01-20 02:06:43,21,5.0,3.2857142857142856,1,1,high,0,0.51
U0033,P0010,purchase,,2026-01-19 09:14:26.003126,mobile,S5615,Product_10,Clothing,3741.94,BrandA,3.54,0.64,2026-01-20 02:06:43,12,1.5,3.5714285714285716,1,1,high,0,0.64
U0021,P0023,view,,2026-01-19 10:50:10.003126,web,S5930,Product_23,Electronics,4672.24,BrandB,3.18,0.87,2026-01-20 02:06:43,25,2.875,2.8333333333333335,1,1,high,0,0.87
U0049,P0019,purchase,,2026-01-19 20:06:46.003126,mobile,S4269,Product_19,Sports,2663.91,BrandA,1.94,0.64,2026-01-20 02:06:43,31,3.0,2.875,1,1,high,0,0.64
U0021,P0027,purchase,,2026-01-19 06:32:19.003126,mobile,S1485,Product_27,Sports,2354.86,BrandC,3.25,0.29,2026-01-20 02:06:43,25,2.875,3.0,1,1,high,0,0.29
